,bodyType,brand,color,fuelType,modelDate,name,numberOfDoors,productionDate,vehicleConfiguration,engineDisplacement,enginePower,description,mileage,Комплектация,Привод,Руль,Владельцы,ПТС,Таможня,Владение,Дата_объявления,Price
779,Седан Long,MERCEDES,040001,бензин,2009,500 Long 4.7 AT (435 л.с.),4,2010,AUTOMATIC,500,435,"-Возможен обмен на Ваш авто
-Возможно приобретение в рассрочку",114300,"{'id': '7856153', 'name': 'S 500 Long', 'available_options': ['cruise-control', 'multi-wheel', 'xenon', 'airbag-passenger', 'lock', 'electro-mirrors', 'mirrors-heat', 'cooling-box', 'leather', 'seat-memory', 'computer', 'seat-transformation', 'wheel-power', 'light-cleaner', 'airbag-rear-side', 'airbag-side', 'abs', 'wheel-leather', 'climate-control-1', 'auto-mirrors', 'esp', 'windcleaner-heat', 'audiopreparation', 'electro-window-back', 'hatch', 'rear-seats-heat', 'condition', 'airbag-driver', 'aux', 'electro-window-front', 'light-sensor', 'hcc', 'airbag-curtain', 'passenger-seat-electric', 'paint-metallic', 'ptf', 'rain-sensor', 'tyre-pressure', 'audiosystem-cd', 'front-seats-heat', 'bluetooth', 'wheel-configuration2', 'wheel-configuration1', 'immo', 'third-rear-headrest']}",задний,LEFT,3,ORIGINAL,True,,2020-04-03T16:00:26Z,870000
780,Седан Long,MERCEDES,040001,дизель,2013,350 CDI BlueTEC Long 3.0d AT (249 л.с.) 4WD,4,2015,AUTOMATIC,350,249,"Автомобиль в идеальном состоянии. Только после большого ТО у официального дилера. Нареканий никаких, от слова вообще! Автомобиль едет плавно, эмоции потрясающие! Покупалась и обслуживалась в Авилон. Вся история. Полностью светодиодные фары, Проекция, Навигация, премиальная Музыка, развлекательная система для задних пассажиров, заднее кресло executive, четырех-зонный климат, вентиляция и подогрев на всех сиденьях, память на всех сиденьях, и многое другое. Полную комплектацию смотрите на последних фото. ",102000,"{'id': '20891313', 'name': 'S350 d 4MATIC', 'available_options': ['cruise-control', 'multi-wheel', 'heated-wash-system', 'airbag-passenger', 'navigation', 'lock', 'electro-mirrors', 'mirrors-heat', 'cooling-box', 'leather', 'seat-memory', 'start-stop-function', 'drowsy-driver-alert-system', 'automatic-lighting-control', 'collision-prevention-assist', 'computer', 'high-beam-assist', 'light-cleaner', 'airbag-rear-side', 'airbag-side', 'abs', 'wheel-leather', 'climate-control-1', 'auto-mirrors', 'black-roof', 'roller-blind-for-rear-window', 'esp', 'adaptive-light', 'usb', 'audiopreparation', 'front-centre-armrest', 'servo', 'steering-wheel-gear-shift-paddles', 'electro-window-back', '18-inch-wheels', 'wheel-heat', 'condition', 'led-lights', 'laminated-safety-glass', 'music-super', 'airbag-driver', 'isofix', 'aux', 'electro-window-front', 'light-sensor', 'hcc', 'airbag-curtain', 'passenger-seat-electric', 'leather-gear-stick', 'traffic-sign-recognition', 'ptf', 'rain-sensor', 'tyre-pressure', 'audiosystem-cd', 'bluetooth', 'wheel-configuration2', 'wheel-configuration1', 'immo', '12v-socket', 'third-rear-headrest']}",полный,LEFT,1,ORIGINAL,True,"{'year': 2015, 'month': 3}",2020-08-22T19:26:53Z,3200000
781,Седан Long,MERCEDES,040001,бензин,2005,350 Long 3.5 AT (272 л.с.) 4WD,4,2008,AUTOMATIC,350,272,"Автомобиль для настоящих ценителей 221 кузова.
Состояние как из автосалона.100% родной пробег.
Весь в заводской краске (не считая окраса бампера в 2011 г.)
Всё полностью оригинальное.
Всегда обслуживался только у официального дилера (заказ-наряды и сервисная книжка на руках).Последнее ТО март 2020.
Состояние безупречное,работает каждая кнопка.
Автомобиль эксклюзивный (салон designo,потолок чёрная алькантара).
ПТС оригинал,2 ключа,полный пакет документов (СТС,сервисная книжка,папка,чеки,заказ-наряды).Юридически чистый.
Любые проверки только у официального дилера.
Возможна продажа на «красивых» номерах.
",68000,"{'id': '6413442', 'name': 'S 350 4MATIC Long', 'available_options': ['cruise-control', 'xenon', 'airbag-passenger', 'lock', 'electro-mirrors', 'mirrors-heat', 'leather', 'computer', 'seat-transformation', 'wheel-power', 'airbag-side', 'abs', 'climate-control-1', 'esp', 'audiopreparation', 'electro-window-back', 'hatch', 'condition', 'airbag-driver', 'electro-window-front', 'passenger-seat-electric', 'ptf', 'audiosystem-cd', 'front-seats-heat', 'wheel-configuration2', 'wheel-configuration1', 'immo']}",полный,LEFT,3,ORIGINAL,True,"{'year': 2016, 'month': 12}",2019-11-15T20:57:23Z,1150000
782,Седан Long,MERCEDES,040001,бензин,2009,500 Long 5.5 AT (388 л.с.) 4WD,4,2009,AUTOMATIC,500,388,"Заводской рестайлинг !!!
Заводской AMG !!!
Автомобиль не побоюсь  этого слова в ИДЕАЛЬНОМ состоянии во всех смыслах !!! 

По факту 1 владелец . 

Оригинальное лобовое стекло 
Оригинальный пробег 

Уверен в таком состоянии нет ни одной машины похожий . . 
Машина обслуживалась у официального дилера . 
Техническое состояние на твёрдую 5 .
Никаких течей нет все сухо . 
Никаких вложений не требуется , все исправно работает , ни каких ошибок . 


Самая максимальная комплектация
Комплектация очень редкая . 
Цвет кузова темный графит 
Белый рояль 
Ночное виденье 
Холодильник 

Массаж всех сидений 
Продув всех сидений 
4 х зонный климат контроль 
Навигация 
Телевизор 
Доводчик дверей 
Задние  мониторы и т.д.
Фотографии отображают истинное состоянии кузова , в идеальном состоянии . Автомобиль весь в родне , без ударов и дтп , по каско оформили царапину . Салон сохранился как новый , очень бережная эксплуатация . 
Заводской AMG пакет , на оригинальных дисках . ",109000,{'id': '0'},полный,LEFT,3,ORIGINAL,True,,2020-08-07T18:26:46Z,1390000
783,Седан Long,MERCEDES,040001,бензин,2013,500 Long 4.7 AT (455 л.с.) 4WD,4,2016,AUTOMATIC,500,455,,87000,"{'id': '20891303', 'name': 'S500 4MATIC', 'available_options': ['cruise-control', 'multi-wheel', 'heated-wash-system', 'airbag-passenger', 'navigation', 'lock', 'electro-mirrors', 'mirrors-heat', 'cooling-box', 'leather', 'seat-memory', 'start-stop-function', 'drowsy-driver-alert-system', 'automatic-lighting-control', 'collision-prevention-assist', 'computer', 'high-beam-assist', 'light-cleaner', 'airbag-rear-side', 'airbag-side', 'abs', 'wheel-leather', 'climate-control-1', 'auto-mirrors', 'black-roof', 'roller-blind-for-rear-window', 'esp', 'adaptive-light', 'usb', 'audiopreparation', 'front-centre-armrest', 'servo', 'steering-wheel-gear-shift-paddles', 'electro-window-back', '18-inch-wheels', 'wheel-heat', 'condition', 'led-lights', 'laminated-safety-glass', 'music-super', 'airbag-driver', 'isofix', 'aux', 'electro-window-front', 'light-sensor', 'hcc', 'airbag-curtain', 'passenger-seat-electric', 'leather-gear-stick', 'traffic-sign-recognition', 'ptf', 'rain-sensor', 'tyre-pressure', 'audiosystem-cd', 'bluetooth', 'wheel-configuration2', 'wheel-configuration1', 'immo', '12v-socket', 'third-rear-headrest']}",полный,LEFT,2,ORIGINAL,True,"{'year': 2019, 'month': 8}",2020-07-26T17:42:41Z,3100000
784,Седан Long,MERCEDES,040001,бензин,2017,560 Long 4.0 AT (469 л.с.) 4WD,4,2019,AUTOMATIC,560,469,"Автомобиль Приобретался у официального дилера Mercedes-Benz в Москве. Первый владелец Мерседес Бенц Рус.
Без аварий, дтп, окрасов. В идеальном состоянии! 
Полностью в заводском окрасе. 
Кузов покрыт керамическим покрытием (7 слоёв)
Оригинальный пробег. 
Хранение в тёплом подземном паркинге.
Очень богатая комплектация. Салон Designo, замшевый потолок, массаж и вентиляция сидений, Амг пакет, задние мониторы, камера 360 и многое другое!
Два комплекта колёс с дисками amg R20"". 
Каско до декабря 2020 года! 

По телефону торга нет.
Обмен не интересует.

Помощникам в продаже просьба не беспокоить. Обмен не интересует. 
Диагностика только у официального дилера!",7000,{'id': '0'},полный,LEFT,2,ORIGINAL,True,"{'year': 2019, 'month': 9}",2020-06-28T14:02:27Z,8950000
785,Седан,MERCEDES,040001,бензин,1994,280 2.8 AT (193 л.с.),4,1998,AUTOMATIC,280,193,"Автомобиль весь в родном окрасе кроме переднего крыла  в отличном состоянии 
2 владельца фактических 
По птс отметки есть по переоформлениЮ номеров 
Никаких вложений не требует 
На данный момент стоит уже пол года в тёплом паркинге 
Звоните смотрите 
",215000,{'id': '0'},задний,LEFT,2,ORIGINAL,True,,2020-08-23T15:33:09Z,920000
786,Седан Long,MERCEDES,040001,бензин,1994,600 Long 6.0 AT (394 л.с.),4,1996,AUTOMATIC,600,394,"Добрый день!
Продаю немецкую легенду!)
Покупал её полтора года назад, искал данную модель более года, так как хотел приобрести полностью стоковую модель в изумительном состоянии.
До меня она была в одних руках 20 лет. 
Автомобиль в безупречном, даже можно сказать музейном состоянии. 
Это максимальная комплектация которая была в те года, есть АБСОЛЮТНО всё!
Купил себе его, так как была мечта детства)) После покупки отдал её на полный детейлинг, хотя она этого и не требовала. Выполнил очистку днища сухим льдом. 
На данный момент понимаю, что моя хотелка сбылась, душа отлегла и она мне больше не нужна, так сказать наигрался))
Продаю если честно, скрепя сердцем.
Уверен, что данную модель в таком состоянии Вы больше не найдёте!
Готов отвезти на диагностику в любой официальный дилер Мерседес.
В автомобиле уверен на все 100%",214302,{'id': '0'},задний,LEFT,2,ORIGINAL,True,,2020-08-20T12:09:28Z,3500000
787,Седан Long,MERCEDES,CACECB,бензин,1998,320 Long 3.2 AT (224 л.с.),4,1998,AUTOMATIC,320,224,Пройдены все ТО. Своевременное обслуживание. Не участвовала в ДТП. Новая летняя резина.,390000,{'id': '0'},задний,LEFT,3,DUPLICATE,True,"{'year': 2011, 'month': 5}",2020-08-23T19:35:09Z,450000
788,Седан Long,MERCEDES,200204,бензин,2009,500 Long 5.5 AT (388 л.с.) 4WD,4,2009,AUTOMATIC,500,388,"Выгода до 82 000 руб. при обмене на Ваш автомобиль! 
Выгода при покупке в кредит до 100 000 руб.! 
РОЛЬФ ЯСЕНЕВО с пробегом. 
-Мы принимаем любые легковые и коммерческие автомобили независимо от марки, года выпуска, пробега и состояния автомобиля. 
-В наличии более 500 проверенных и готовых к продаже автомобилей. 
-Более 400 комплектов шин, дисков, колес в сборе. 
-Все автомобили проходят комплексную проверку - техническую, криминалистическую, проверку истории кузовных ремонтов сертифицированными специалистами. 
-Мы предоставляем гарантию юридической чистоты в соответствии с законодательством РФ. 
-Мы работаем каждый день с 9:00 до 22:00 (без выходных). 
Услуги: 
• Срочный выкуп Вашего автомобиля 
• Выкуп кредитных а/м 
• Trade-in - обмен Вашего автомобиля на новый или с пробегом (возможна доплата с любой стороны) 
• Выездная оценка Вашего а/м 
• Комиссионная продажа (на Ваших условиях) 
• Аукцион 
• Кредитование 
• Страхование КАСКО, ОСАГО 
• Дополнительное оборудование 
• Запасные части 
• Сервисное обслуживание 
• Б/У шины и диски

Более 6 000 проверенных автомобилей с пробегом с гарантией до 2 лет ждут Вас на сайте rolf-probeg и в мобильном приложении Мой РОЛЬФ",82474,{'id': '0'},полный,LEFT,1,ORIGINAL,True,,2020-08-23T19:12:05Z,1497000
789,Седан,MERCEDES,040001,бензин,2005,500 5.5 AT (388 л.с.) 4WD,4,2008,AUTOMATIC,500,388,"БЕЗ ТОРГА! Собственник. Дилерский автомобиль.
Куплен в ПАНАВТО 8 июня 2008 года. 
В одной семье до 24 декабря 2019 года. 
Все ТО у дилера. AMG пакет. 
Родной пробег. Родная краска.
Идеальное состояние. 
Любые проверки у дилера за вас счёт. 
Два ключа, сервисная книга,куплена не в кредит.
Стоит новая летняя резина. 
На обмен цена 900 000 р.",162000,"{'id': '6413447', 'name': 'S 500 4MATIC', 'available_options': ['cruise-control', 'xenon', 'airbag-passenger', 'lock', 'electro-mirrors', 'mirrors-heat', 'leather', 'computer', 'seat-transformation', 'wheel-power', 'airbag-side', 'abs', 'climate-control-1', 'esp', 'audiopreparation', 'electro-window-back', 'condition', 'airbag-driver', 'electro-window-front', 'passenger-seat-electric', 'paint-metallic', 'ptf', 'audiosystem-cd', 'wheel-configuration2', 'wheel-configuration1', 'immo']}",полный,LEFT,3,ORIGINAL,True,"{'year': 2019, 'month': 12}",2020-05-19T15:26:43Z,855000
790,Седан,MERCEDES,040001,бензин,2002,500 5.0 AT (306 л.с.) 4WD,4,2002,AUTOMATIC,500,306,"Полный привод. Для своих лет на 4.
Заменены все жидкости. Салон на 4, за исключением водительского сиденья. 
Передний бампер облуплен ( предыдущий хозяин красил не удачно).  Кондей требует ремонта, радиатор. ",380000,{'id': '0'},полный,LEFT,3,ORIGINAL,True,,2020-08-23T16:58:03Z,400000
791,Седан Long,MERCEDES,040001,дизель,2017,350 d Long 2.9d AT (249 л.с.) 4WD,4,2018,AUTOMATIC,350,249,"Автомобиль в отличном состоянии, на гарантии. Своевременное обслуживание у официального дилера. Причина продажи - покупка нового авто. В ДТП не участвовал. Комплект зимних шин в подарок. Непрокуренный салон. Торг.",75000,"{'id': '21016749', 'name': 'S 350d 4MATIC', 'available_options': ['cruise-control', 'multi-wheel', 'auto-park', 'airbag-passenger', 'navigation', 'lock', 'electro-mirrors', 'mirrors-heat', 'volume-sensor', 'cooling-box', 'leather', 'seat-memory', 'drowsy-driver-alert-system', 'automatic-lighting-control', 'collision-prevention-assist', 'computer', 'high-beam-assist', 'light-cleaner', 'airbag-side', 'abs', 'wheel-leather', 'climate-control-1', 'auto-mirrors', 'roller-blind-for-rear-window', 'esp', 'adaptive-light', 'usb', 'audiopreparation', 'lane-keeping-assist', 'front-centre-armrest', 'rear-camera', 'servo', 'steering-wheel-gear-shift-paddles', 'electro-window-back', '18-inch-wheels', 'park-assist-f', 'folding-front-passenger-seat', 'rear-seats-heat', 'led-lights', 'park-assist-r', 'knee-airbag', 'airbag-driver', 'isofix', 'aux', 'roller-blinds-for-rear-side-windows', 'electro-window-front', 'light-sensor', 'hcc', 'airbag-curtain', 'passenger-seat-electric', 'alarm', 'blind-spot', 'start-button', 'ptf', 'rain-sensor', 'tyre-pressure', 'voice-recognition', 'audiosystem-cd', 'front-seats-heat', 'power-child-locks-rear-doors', 'bluetooth', 'wheel-configuration2', 'wheel-configuration1', 'immo', '12v-socket', 'third-rear-headrest'], 'vendor_colors': [{'body_color_id': 21551827, 'mark_color_id': 21389842, 'name_ru': 'Серебристый Иридий', 'hex_codes': ['C3C6C6'], 'color_type': 'METALLIC', 'stock_color': {'hex_code': 'CACECB', 'name_ru': 'серебряный'}, 'photos': [{'name': '34-front', 'sizes': {'orig': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/orig', 'wizardv3mr': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/wizardv3mr', 'wizardv3': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/wizardv3', 'cattouch': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/cattouch', 'small': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/small', '320x240': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/320x240', '1200x900': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/1200x900', '1200x900n': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/1200x900n', 'thumb_m': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/thumb_m', 'full': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/full', '832x624': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/832x624', '456x342': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/456x342', '120x90': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/120x90', '92x69': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/92x69', 'islandoff': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/islandoff', 'thumb_s': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/thumb_s', 'thumb_s_2x': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/thumb_s_2x'}}], 'main_color': True}]}",полный,LEFT,1,ORIGINAL,True,"{'year': 2018, 'month': 12}",2019-11-14T10:22:52Z,5100000
792,Седан,MERCEDES,040001,бензин,1991,320 3.2 AT (231 л.с.),4,1992,AUTOMATIC,320,231,"Mercedes-Benz S320 W140 КАБАН
Автомобиль полностью на ходу, сел и поехал 
Мотор 3.2 кушает не много ( новое масло и фильтр поменял на той неделе )
Коробка автомат не пинает, не проскальзывает ( так же неделю назад поменял в ней масло )
Подвеска требует вложений! А именно; поменять 2 шаровые опоры ( они куплены надо только поставить )
Диски AMG R18 оригинал 
Салон не рваный,не прокуренный ( по хорошему сделать химчистку и тогда будет как новый )
По электрике все работает кроме люка ( моторчик крутит но люк не уходит )
Кузов : гнили,дырок,ржавчины нету,есть незначительные косяки по ЛКП
( Машина крашенная ) но покрашена не идеально!!!
Документы все чистые без налогов и запретов.  ПТС ОРИГИНАЛ!
Если что забыл написать то звоните,пишите ,отвечу на все ваши вопросы. Реальному покупателю,реальный торг :)",300000,{'id': '0'},задний,LEFT,3,ORIGINAL,True,"{'year': 2020, 'month': 7}",2020-08-23T12:14:59Z,180000
793,Седан Long,MERCEDES,040001,дизель,2017,350 d Long 2.9d AT (249 л.с.) 4WD,4,2017,AUTOMATIC,350,249,Один владелец. Оригинальный пробег. ПТС- оригинал. Без ДТП. /// AMG- пакет. 4 matic. Премиальная музыка. Keyless- Go. Доводчики.,48775,"{'id': '21016749', 'name': 'S 350d 4MATIC', 'available_options': ['cruise-control', 'multi-wheel', 'auto-park', 'airbag-passenger', 'navigation', 'lock', 'electro-mirrors', 'mirrors-heat', 'volume-sensor', 'cooling-box', 'leather', 'seat-memory', 'drowsy-driver-alert-system', 'automatic-lighting-control', 'collision-prevention-assist', 'computer', 'high-beam-assist', 'light-cleaner', 'airbag-side', 'abs', 'wheel-leather', 'climate-control-1', 'auto-mirrors', 'roller-blind-for-rear-window', 'esp', 'adaptive-light', 'usb', 'audiopreparation', 'lane-keeping-assist', 'front-centre-armrest', 'rear-camera', 'servo', 'steering-wheel-gear-shift-paddles', 'electro-window-back', '18-inch-wheels', 'park-assist-f', 'folding-front-passenger-seat', 'rear-seats-heat', 'led-lights', 'park-assist-r', 'knee-airbag', 'airbag-driver', 'isofix', 'aux', 'roller-blinds-for-rear-side-windows', 'electro-window-front', 'light-sensor', 'hcc', 'airbag-curtain', 'passenger-seat-electric', 'alarm', 'blind-spot', 'start-button', 'ptf', 'rain-sensor', 'tyre-pressure', 'voice-recognition', 'audiosystem-cd', 'front-seats-heat', 'power-child-locks-rear-doors', 'bluetooth', 'wheel-configuration2', 'wheel-configuration1', 'immo', '12v-socket', 'third-rear-headrest'], 'vendor_colors': [{'body_color_id': 21551827, 'mark_color_id': 21389842, 'name_ru': 'Серебристый Иридий', 'hex_codes': ['C3C6C6'], 'color_type': 'METALLIC', 'stock_color': {'hex_code': 'CACECB', 'name_ru': 'серебряный'}, 'photos': [{'name': '34-front', 'sizes': {'orig': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/orig', 'wizardv3mr': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/wizardv3mr', 'wizardv3': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/wizardv3', 'cattouch': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/cattouch', 'small': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/small', '320x240': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/320x240', '1200x900': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/1200x900', '1200x900n': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/1200x900n', 'thumb_m': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/thumb_m', 'full': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/full', '832x624': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/832x624', '456x342': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/456x342', '120x90': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/120x90', '92x69': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/92x69', 'islandoff': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/islandoff', 'thumb_s': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/thumb_s', 'thumb_s_2x': '//avatars.mds.yandex.net/get-verba/1030388/2a0000016afdecc2a787646dbee4931e591d/thumb_s_2x'}}], 'main_color': True}]}",полный,LEFT,1,ORIGINAL,True,"{'year': 2018, 'month': 4}",2020-07-30T14:51:24Z,4899000
794,Седан Long,MERCEDES,CACECB,бензин,2005,600 Long 5.5 AT (517 л.с.),4,2006,AUTOMATIC,600,517,Идеальнешее состояние. Автомобиль полностью обслужен и не требует вложений. Без дтп. Любые проверки. Торг при осмотре. Авто салонам просьба не беспокоить!,240199,"{'id': '2423717', 'name': 'S 600 Long', 'available_options': ['cruise-control', 'xenon', 'airbag-passenger', 'lock', 'electro-mirrors', 'mirrors-heat', 'leather', 'computer', 'seat-transformation', 'wheel-power', 'airbag-side', 'abs', 'climate-control-1', 'esp', 'audiopreparation', 'electro-window-back', 'hatch', 'condition', 'music-super', 'airbag-driver', 'electro-window-front', 'passenger-seat-electric', 'alarm', 'paint-metallic', 'ptf', 'front-seats-heat', 'wheel-configuration2', 'wheel-configuration1', 'immo']}",задний,LEFT,3,DUPLICATE,True,,2020-07-17T14:47:56Z,698000
795,Седан,MERCEDES,FAFBFB,бензин,2005,500 5.5 AT (388 л.с.) 4WD,4,2008,AUTOMATIC,500,388,"Пробег оригинал!
Рестайлинг оригинал, так же оригинальный выхлоп амг 
Технически в отличном состоянии
2 владельца, в птс больше записей(перевешивали номера)
Обслуживание у оф. дилера(есть все заказ наряды)
Любые проверки
Торг только на месте!
Есть крашеные элементы
Автосалоны не звоните!!!!",110000,{'id': '0'},полный,LEFT,2,ORIGINAL,True,,2020-08-23T14:47:53Z,1150000
796,Купе,MERCEDES,040001,бензин,1985,560 5.6 AT (242 л.с.),2,1986,AUTOMATIC,560,242,"Мерседес c126, модификации 560, машина 1986го года (рестайлинг). Автомобиль прошёл полную реставрацию (до этого был в нормальном состоянии, без ржавчины и тд.), документы в полном порядке (двигатель оригинальный), в России давно и всегда был именно таким (560, 1986, чёрный). Машина покрашена в чёрный цвет, салон полностью перешит в красную кожу. Из так называемого колхоза только аудио система (focal + audison), из неё видно только магнитолу и два динамика в дверях, остальное под задней полкой и в нище под запаску, под полом багажника. Диски сборные 17’’ оригинал амг тех годов. Машина полностью обслужена, хранится в тёплом подземном паркинге, в основном используется для выезда в выходные дни или небольшие ночные пробежки. Машина подготовлена к сезону - сел и поехал, реальному покупателю - реальный торг. ‘Заберу за 1.5 или ‘обменяю на кирпичи’ - не звонить. Обмен на интересные авто или автоматический лэнд крузер.",280000,{'id': '0'},задний,LEFT,3,DUPLICATE,True,,2020-05-07T15:10:49Z,3500000
797,Седан Long,MERCEDES,040001,бензин,2005,350 Long 3.5 AT (272 л.с.) 4WD,4,2008,AUTOMATIC,350,272,"Авто в отличном состояние пробег родной , вложение не трубует без дтп и окрксов  вся истрория у офицыального дилера   все чеки на руках на очень большую сумму , торг",110000,{'id': '0'},полный,LEFT,3,ORIGINAL,True,,2020-08-09T11:19:20Z,
798,Седан Long,MERCEDES,040001,бензин,2013,500 Long 4.7 AT (455 л.с.) 4WD,4,2014,AUTOMATIC,500,455,"АВТОМОБИЛЬ В БЕЗУПРЕЧНОМ ВНЕШНЕМ И ТЕХНИЧЕСКОМ СОСТОЯНИЕ !
ОДИН СОБСТВЕННИК 
ПТС ОРИГИНАЛ 
ПОЛНЫЙ КОМПЛЕКТ КЛЮЧЕЙ 
ДАТА ПЕРВОЙ РЕГИСТРАЦИИ 26.12.2014 ГОДА 
МОДЕЛЬНЫЙ ГОД 2015 ! ! !
СОСТОЯНИЕ НОВОГО АВТОМОБИЛЯ 
ПОЛНОСТЬЮ В ЗАВОДСКОМ ОКРАСЕ 
КУЗОВ БЕЗ СКОЛОВ И ЦАРАПИН 
ЭКСКЛЮЗИВНАЯ КОМПЛЕКТАЦИЯ 
ЦВЕТ КУЗОВА И ВНУТРЕННЯЯ ОТДЕЛКА САЛОНА << DESIGNO >>



",104321,{'id': '0'},полный,LEFT,2,ORIGINAL,True,,2020-08-05T16:03:16Z,3099000
799,Седан Long,MERCEDES,040001,бензин,2013,400 Long 3.0 AT (333 л.с.) 4WD,4,2015,AUTOMATIC,400,333,"Своевременное обслуживание. Пройдены все ТО. Куплена не в кредит. Непрокуренный салон. Сервисная книжка. Не участвовала в ДТП.

Торг возможен.",31435,"{'id': '20891295', 'name': 'S400 4MATIC', 'available_options': ['cruise-control', 'multi-wheel', 'heated-wash-system', 'airbag-passenger', 'navigation', 'lock', 'electro-mirrors', 'mirrors-heat', 'cooling-box', 'leather', 'seat-memory', 'start-stop-function', 'drowsy-driver-alert-system', 'automatic-lighting-control', 'collision-prevention-assist', 'computer', 'high-beam-assist', 'light-cleaner', 'airbag-rear-side', 'airbag-side', 'abs', 'wheel-leather', 'climate-control-1', 'auto-mirrors', 'black-roof', 'roller-blind-for-rear-window', 'esp', 'adaptive-light', 'usb', 'audiopreparation', 'front-centre-armrest', 'servo', 'steering-wheel-gear-shift-paddles', 'electro-window-back', '18-inch-wheels', 'wheel-heat', 'condition', 'led-lights', 'laminated-safety-glass', 'music-super', 'airbag-driver', 'isofix', 'aux', 'electro-window-front', 'light-sensor', 'hcc', 'airbag-curtain', 'passenger-seat-electric', 'leather-gear-stick', 'traffic-sign-recognition', 'ptf', 'rain-sensor', 'tyre-pressure', 'audiosystem-cd', 'bluetooth', 'wheel-configuration2', 'wheel-configuration1', 'immo', '12v-socket', 'third-rear-headrest']}",полный,LEFT,2,ORIGINAL,True,,2020-08-19T10:39:21Z,3500000
